Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID3736,Diane,2021-03-06,16:27:50,Technical Support,Y,Y,74.0,1.4,4.0
ID3737,Diane,2021-03-06,16:32:10,Streaming,Y,Y,65.0,6.48,3.0
ID3738,Jim,2021-03-06,16:32:10,Payment related,Y,Y,125.0,0.7,5.0
ID3739,Diane,2021-03-06,16:35:02,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID3740,Dan,2021-03-06,16:35:02,Technical Support,Y,N,71.0,6.03,5.0
ID3741,Stewart,2021-03-06,16:40:48,Contract related,Y,Y,37.0,2.02,1.0
ID3742,Greg,2021-03-06,16:40:48,Technical Support,Y,Y,119.0,6.32,4.0
ID3743,Martha,2021-03-06,16:49:26,Admin Support,Y,Y,22.0,1.38,4.0
ID3744,Dan,2021-03-06,16:49:26,Technical Support,Y,Y,76.0,1.2,5.0
ID3745,Greg,2021-03-06,17:15:22,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3746,Martha,2021-03-06,17:15:22,Streaming,Y,N,125.0,4.93,5.0
ID3747,Diane,2021-03-06,17:18:14,Payment related,Y,N,34.0,3.88,1.0
ID3748,Diane,2021-03-06,17:18:14,Admin Support,Y,Y,121.0,6.47,3.0
ID3749,Diane,2021-03-06,17:22:34,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3750,Greg,2021-03-06,17:22:34,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3751,Martha,2021-03-06,17:22:34,Streaming,Y,Y,17.0,2.03,1.0
ID3752,Dan,2021-03-06,17:22:34,Contract related,Y,Y,65.0,5.38,1.0
ID3753,Stewart,2021-03-07,9:59:02,Technical Support,Y,Y,65.0,4.45,5.0
ID3754,Jim,2021-03-07,9:59:02,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3755,Martha,2021-03-07,10:01:55,Payment related,Y,Y,96.0,6.77,1.0
ID3756,Diane,2021-03-07,10:01:55,Contract related,Y,Y,23.0,6.9,4.0
ID3757,Martha,2021-03-07,10:58:05,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3758,Joe,2021-03-07,10:58:05,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3759,Jim,2021-03-07,12:01:26,Payment related,Y,Y,105.0,2.0,4.0
ID3760,Dan,2021-03-07,12:01:26,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3761,Jim,2021-03-07,12:07:12,Streaming,Y,Y,42.0,1.93,5.0
ID3762,Jim,2021-03-07,12:07:12,Admin Support,Y,Y,79.0,2.12,4.0
ID3763,Diane,2021-03-07,12:21:36,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID3764,Martha,2021-03-07,12:21:36,Payment related,Y,Y,35.0,1.03,5.0
ID3765,Martha,2021-03-07,12:33:07,Payment related,Y,Y,70.0,6.73,4.0
ID3766,Becky,2021-03-07,12:33:07,Admin Support,Y,Y,104.0,6.47,4.0
ID3767,Greg,2021-03-07,13:06:14,Admin Support,Y,Y,103.0,2.18,3.0
ID3768,Greg,2021-03-07,13:06:14,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3769,Becky,2021-03-07,13:20:38,Payment related,Y,Y,22.0,6.32,3.0
ID3770,Stewart,2021-03-07,13:20:38,Contract related,Y,Y,48.0,5.83,2.0
ID3771,Becky,2021-03-07,13:40:48,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3772,Stewart,2021-03-07,13:40:48,Technical Support,Y,Y,12.0,2.53,3.0
ID3773,Joe,2021-03-07,13:46:34,Technical Support,Y,Y,16.0,4.6,3.0
ID3774,Joe,2021-03-07,13:46:34,Contract related,Y,Y,116.0,4.02,2.0
ID3775,Greg,2021-03-07,13:52:19,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3776,Greg,2021-03-07,13:52:19,Admin Support,Y,Y,25.0,2.38,2.0
ID3777,Greg,2021-03-07,13:53:46,Admin Support,Y,Y,30.0,4.58,4.0
ID3778,Joe,2021-03-07,13:53:46,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3779,Jim,2021-03-07,14:35:31,Technical Support,Y,Y,29.0,3.92,2.0
ID3780,Jim,2021-03-07,14:35:31,Payment related,Y,Y,23.0,3.27,4.0
ID3781,Stewart,2021-03-07,14:42:43,Contract related,Y,Y,11.0,5.17,5.0
ID3782,Martha,2021-03-07,14:42:43,Contract related,Y,Y,114.0,2.6,3.0
ID3783,Jim,2021-03-07,15:25:55,Streaming,Y,Y,27.0,0.88,3.0
ID3784,Dan,2021-03-07,15:25:55,Streaming,Y,Y,64.0,3.45,3.0
ID3785,Becky,2021-03-07,15:30:14,Admin Support,Y,Y,59.0,3.67,2.0
ID3786,Martha,2021-03-07,15:30:14,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3787,Joe,2021-03-07,15:36:00,Payment related,Y,Y,10.0,3.43,5.0
ID3788,Martha,2021-03-07,15:36:00,Admin Support,Y,Y,84.0,1.67,2.0
ID3789,Diane,2021-03-07,15:59:02,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID3790,Jim,2021-03-07,15:59:02,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3791,Dan,2021-03-07,16:24:58,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3792,Greg,2021-03-07,16:24:58,Admin Support,Y,N,56.0,1.12,5.0
ID3793,Diane,2021-03-07,16:43:41,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3794,Jim,2021-03-07,16:43:41,Payment related,Y,Y,119.0,6.48,4.0
ID3795,Diane,2021-03-07,16:46:34,Streaming,Y,Y,19.0,2.38,3.0
ID3796,Jim,2021-03-07,16:46:34,Contract related,Y,Y,96.0,5.35,4.0
ID3797,Joe,2021-03-07,16:58:05,Admin Support,Y,Y,13.0,1.62,5.0
ID3798,Becky,2021-03-07,16:58:05,Admin Support,Y,N,22.0,5.82,5.0
ID3799,Stewart,2021-03-07,17:15:22,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3800,Dan,2021-03-07,17:15:22,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3801,Dan,2021-03-08,9:07:12,Admin Support,Y,Y,43.0,3.4,3.0
ID3802,Martha,2021-03-08,9:07:12,Contract related,Y,Y,39.0,3.98,2.0
ID3803,Diane,2021-03-08,9:57:36,Technical Support,Y,Y,26.0,1.65,5.0
ID3804,Becky,2021-03-08,9:57:36,Streaming,Y,Y,27.0,4.23,2.0
ID3805,Diane,2021-03-08,10:24:58,Payment related,Y,Y,72.0,7.0,5.0
ID3806,Dan,2021-03-08,10:24:58,Contract related,Y,Y,77.0,0.52,4.0
ID3807,Martha,2021-03-08,10:29:17,Admin Support,Y,Y,119.0,0.85,3.0
ID3808,Diane,2021-03-08,10:29:17,Contract related,Y,Y,30.0,1.88,4.0
ID3809,Becky,2021-03-08,10:36:29,Payment related,Y,Y,112.0,3.77,4.0
ID3810,Jim,2021-03-08,10:36:29,Admin Support,Y,Y,34.0,5.28,2.0
ID3811,Greg,2021-03-08,11:19:41,Technical Support,Y,Y,99.0,1.42,3.0
ID3812,Greg,2021-03-08,11:19:41,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3813,Jim,2021-03-08,11:22:34,Admin Support,Y,Y,40.0,2.8,4.0
ID3814,Martha,2021-03-08,11:22:34,Streaming,Y,Y,55.0,3.3,3.0
ID3815,Greg,2021-03-08,12:23:02,Admin Support,Y,Y,79.0,1.42,3.0
ID3816,Greg,2021-03-08,12:23:02,Technical Support,Y,Y,67.0,3.85,3.0
ID3817,Stewart,2021-03-08,12:25:55,Admin Support,Y,Y,68.0,1.12,4.0
ID3818,Joe,2021-03-08,12:25:55,Streaming,Y,N,69.0,6.47,5.0
ID3819,Dan,2021-03-08,13:07:41,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3820,Dan,2021-03-08,13:07:41,Payment related,Y,Y,29.0,2.58,3.0
ID3821,Dan,2021-03-08,13:10:34,Technical Support,Y,N,62.0,5.37,3.0
ID3822,Stewart,2021-03-08,13:10:34,Payment related,Y,Y,109.0,5.32,4.0
ID3823,Martha,2021-03-08,13:33:36,Payment related,Y,Y,59.0,4.5,3.0
ID3824,Joe,2021-03-08,13:33:36,Technical Support,Y,Y,51.0,3.02,4.0
ID3825,Greg,2021-03-08,13:46:34,Streaming,Y,Y,11.0,5.37,4.0
ID3826,Stewart,2021-03-08,13:46:34,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3827,Joe,2021-03-08,13:50:53,Payment related,Y,Y,44.0,3.43,4.0
ID3828,Stewart,2021-03-08,13:50:53,Payment related,Y,Y,35.0,3.93,2.0
ID3829,Becky,2021-03-08,13:55:12,Streaming,Y,Y,17.0,3.63,1.0
ID3830,Dan,2021-03-08,13:55:12,Streaming,Y,Y,105.0,6.13,4.0
ID3831,Diane,2021-03-08,14:35:31,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3832,Greg,2021-03-08,14:35:31,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3833,Diane,2021-03-08,15:00:00,Admin Support,Y,Y,10.0,0.57,5.0
ID3834,Becky,2021-03-08,15:00:00,Payment related,Y,Y,110.0,1.9,3.0
ID3835,Greg,2021-03-08,15:04:19,Payment related,Y,Y,41.0,1.22,5.0
ID3836,Stewart,2021-03-08,15:04:19,Contract related,Y,Y,46.0,2.5,4.0
ID3837,Martha,2021-03-08,15:25:55,Admin Support,Y,Y,109.0,3.03,3.0
ID3838,Becky,2021-03-08,15:25:55,Technical Support,Y,Y,18.0,2.98,5.0
ID3839,Becky,2021-03-08,15:40:19,Payment related,Y,Y,61.0,2.35,4.0
ID3840,Dan,2021-03-08,15:40:19,Streaming,Y,N,42.0,4.08,3.0
ID3841,Diane,2021-03-08,16:37:55,Payment related,Y,Y,105.0,5.25,3.0
ID3842,Martha,2021-03-08,16:37:55,Admin Support,Y,Y,85.0,0.57,3.0
ID3843,Becky,2021-03-08,17:00:58,Contract related,Y,N,95.0,5.08,3.0
ID3844,Dan,2021-03-08,17:00:58,Payment related,Y,Y,71.0,1.0,5.0
ID3845,Greg,2021-03-08,17:31:12,Payment related,Y,Y,15.0,4.87,3.0
ID3846,Becky,2021-03-08,17:31:12,Admin Support,Y,Y,21.0,2.85,5.0
ID3847,Diane,2021-03-08,17:38:24,Streaming,Y,N,123.0,2.05,4.0
ID3848,Jim,2021-03-08,17:38:24,Admin Support,Y,Y,107.0,3.98,1.0
ID3849,Joe,2021-03-08,17:48:29,Streaming,Y,Y,93.0,6.83,3.0
ID3850,Dan,2021-03-08,17:48:29,Payment related,Y,Y,110.0,0.52,4.0
ID3851,Diane,2021-03-08,17:48:29,Streaming,Y,Y,18.0,2.12,5.0
ID3852,Jim,2021-03-08,17:48:29,Contract related,Y,Y,33.0,4.72,3.0
ID3853,Jim,2021-03-08,17:51:22,Contract related,Y,Y,71.0,4.6,4.0
ID3854,Dan,2021-03-08,17:51:22,Admin Support,Y,Y,19.0,5.12,4.0
ID3855,Dan,2021-03-08,17:52:48,Payment related,Y,Y,93.0,6.68,4.0
ID3856,Diane,2021-03-08,17:52:48,Technical Support,Y,Y,43.0,3.65,1.0
ID3857,Diane,2021-03-09,9:18:43,Technical Support,Y,N,92.0,4.88,5.0
ID3858,Martha,2021-03-09,9:18:43,Contract related,Y,Y,19.0,5.23,3.0
ID3859,Dan,2021-03-09,9:40:19,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID3860,Becky,2021-03-09,9:40:19,Contract related,Y,Y,66.0,2.25,1.0
ID3861,Greg,2021-03-09,10:13:26,Contract related,Y,Y,47.0,2.27,4.0
ID3862,Dan,2021-03-09,10:13:26,Technical Support,Y,Y,80.0,5.38,3.0
ID3863,Greg,2021-03-09,10:27:50,Streaming,Y,Y,82.0,3.62,2.0
ID3864,Martha,2021-03-09,10:27:50,Technical Support,Y,Y,88.0,2.85,1.0
ID3865,Martha,2021-03-09,10:29:17,Technical Support,Y,Y,51.0,1.43,4.0
ID3866,Becky,2021-03-09,10:29:17,Contract related,Y,N,41.0,5.4,3.0
ID3867,Diane,2021-03-09,10:30:43,Payment related,Y,Y,46.0,2.9,1.0
ID3868,Martha,2021-03-09,10:30:43,Technical Support,Y,Y,113.0,6.68,4.0
ID3869,Diane,2021-03-09,11:02:24,Admin Support,Y,Y,52.0,2.93,4.0
ID3870,Diane,2021-03-09,11:02:24,Technical Support,Y,Y,77.0,5.02,3.0
ID3871,Greg,2021-03-09,11:03:50,Streaming,Y,Y,119.0,1.93,1.0
ID3872,Diane,2021-03-09,11:03:50,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3873,Joe,2021-03-09,11:22:34,Admin Support,Y,Y,63.0,0.83,3.0
ID3874,Becky,2021-03-09,11:22:34,Streaming,Y,N,41.0,6.35,4.0
ID3875,Diane,2021-03-09,11:48:29,Contract related,Y,Y,93.0,6.67,5.0
ID3876,Becky,2021-03-09,11:48:29,Streaming,Y,N,63.0,5.1,2.0
ID3877,Diane,2021-03-09,13:22:05,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID3878,Martha,2021-03-09,13:22:05,Streaming,Y,N,43.0,1.95,2.0
ID3879,Jim,2021-03-09,13:26:24,Payment related,Y,Y,88.0,2.6,4.0
ID3880,Stewart,2021-03-09,13:26:24,Contract related,Y,Y,100.0,1.1,4.0
ID3881,Diane,2021-03-09,13:45:07,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3882,Stewart,2021-03-09,13:45:07,Admin Support,Y,Y,108.0,1.02,5.0
ID3883,Greg,2021-03-09,15:21:36,Payment related,Y,Y,88.0,4.02,3.0
ID3884,Diane,2021-03-09,15:21:36,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3885,Becky,2021-03-09,15:23:02,Contract related,Y,Y,72.0,4.72,3.0
ID3886,Joe,2021-03-09,15:23:02,Streaming,Y,Y,52.0,3.52,5.0
ID3887,Stewart,2021-03-09,15:27:22,Technical Support,Y,Y,15.0,4.72,5.0
ID3888,Dan,2021-03-09,15:27:22,Payment related,Y,Y,113.0,4.82,3.0
ID3889,Martha,2021-03-09,15:41:46,Technical Support,Y,Y,123.0,5.03,1.0
ID3890,Greg,2021-03-09,15:41:46,Payment related,Y,Y,97.0,2.02,4.0
ID3891,Becky,2021-03-09,15:43:12,Admin Support,Y,Y,22.0,4.67,3.0
ID3892,Greg,2021-03-09,15:43:12,Contract related,Y,Y,62.0,6.6,5.0
ID3893,Becky,2021-03-09,15:44:38,Contract related,Y,N,79.0,6.03,1.0
ID3894,Diane,2021-03-09,15:44:38,Payment related,Y,Y,85.0,3.12,4.0
ID3895,Stewart,2021-03-09,15:59:02,Technical Support,Y,Y,74.0,0.78,5.0
ID3896,Jim,2021-03-09,15:59:02,Streaming,Y,Y,61.0,5.0,4.0
ID3897,Diane,2021-03-09,16:52:19,Payment related,Y,Y,81.0,4.58,2.0
ID3898,Joe,2021-03-09,16:52:19,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3899,Joe,2021-03-09,16:59:31,Contract related,Y,Y,74.0,6.28,5.0
ID3900,Stewart,2021-03-09,16:59:31,Contract related,Y,N,32.0,4.32,4.0
ID3901,Greg,2021-03-09,17:06:43,Technical Support,Y,Y,99.0,4.4,3.0
ID3902,Becky,2021-03-09,17:06:43,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3903,Dan,2021-03-10,9:12:58,Technical Support,Y,Y,75.0,2.82,5.0
ID3904,Martha,2021-03-10,9:12:58,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3905,Dan,2021-03-10,9:18:43,Technical Support,Y,Y,114.0,4.55,5.0
ID3906,Greg,2021-03-10,9:18:43,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3907,Jim,2021-03-10,9:51:50,Admin Support,Y,Y,50.0,6.22,3.0
ID3908,Jim,2021-03-10,9:51:50,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3909,Jim,2021-03-10,10:06:14,Admin Support,Y,N,115.0,3.17,2.0
ID3910,Becky,2021-03-10,10:06:14,Admin Support,Y,Y,48.0,1.52,4.0
ID3911,Joe,2021-03-10,10:07:41,Payment related,Y,Y,16.0,1.92,1.0
ID3912,Stewart,2021-03-10,10:07:41,Technical Support,Y,Y,74.0,6.62,5.0
ID3913,Joe,2021-03-10,10:22:05,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3914,Greg,2021-03-10,10:22:05,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID3915,Greg,2021-03-10,10:26:24,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3916,Stewart,2021-03-10,10:26:24,Streaming,Y,Y,37.0,5.08,5.0
ID3917,Martha,2021-03-10,12:04:19,Payment related,Y,Y,125.0,2.03,3.0
ID3918,Diane,2021-03-10,12:04:19,Admin Support,Y,Y,42.0,3.92,3.0
ID3919,Jim,2021-03-10,12:48:58,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3920,Becky,2021-03-10,12:48:58,Streaming,Y,Y,43.0,0.6,3.0
ID3921,Becky,2021-03-10,13:29:17,Streaming,Y,Y,74.0,2.67,4.0
ID3922,Joe,2021-03-10,13:29:17,Admin Support,Y,Y,90.0,4.95,3.0
ID3923,Greg,2021-03-10,13:32:10,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID3924,Jim,2021-03-10,13:32:10,Admin Support,Y,Y,84.0,6.37,5.0
ID3925,Joe,2021-03-10,13:42:14,Payment related,Y,Y,51.0,6.75,3.0
ID3926,Diane,2021-03-10,13:42:14,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID3927,Diane,2021-03-10,13:45:07,Streaming,Y,N,90.0,4.38,3.0
ID3928,Joe,2021-03-10,13:45:07,Admin Support,Y,Y,82.0,0.82,3.0
ID3929,Greg,2021-03-10,13:48:00,Admin Support,Y,Y,77.0,4.1,3.0
ID3930,Martha,2021-03-10,13:48:00,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3931,Greg,2021-03-10,13:56:38,Contract related,Y,Y,116.0,0.52,3.0
ID3932,Stewart,2021-03-10,13:56:38,Payment related,Y,Y,120.0,1.4,3.0
ID3933,Dan,2021-03-10,14:00:58,Payment related,Y,Y,13.0,4.43,1.0
ID3934,Dan,2021-03-10,14:00:58,Streaming,Y,Y,26.0,3.02,3.0
ID3935,Stewart,2021-03-10,15:17:17,Contract related,Y,Y,93.0,2.3,3.0
ID3936,Dan,2021-03-10,15:17:17,Contract related,Y,Y,20.0,0.55,3.0
ID3937,Stewart,2021-03-10,15:24:29,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID3938,Joe,2021-03-10,15:24:29,Streaming,Y,Y,113.0,1.3,1.0
ID3939,Stewart,2021-03-10,16:00:29,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3940,Joe,2021-03-10,16:00:29,Payment related,Y,Y,113.0,6.25,2.0
ID3941,Greg,2021-03-10,16:30:43,Streaming,Y,Y,44.0,3.28,5.0
ID3942,Becky,2021-03-10,16:30:43,Payment related,Y,Y,103.0,1.38,3.0
ID3943,Greg,2021-03-10,16:46:34,Streaming,Y,Y,92.0,6.38,2.0
ID3944,Dan,2021-03-10,16:46:34,Streaming,Y,N,92.0,4.33,3.0
ID3945,Dan,2021-03-10,17:05:17,Streaming,Y,Y,33.0,5.23,5.0
ID3946,Dan,2021-03-10,17:05:17,Contract related,Y,Y,24.0,4.67,5.0
ID3947,Greg,2021-03-10,17:35:31,Streaming,Y,Y,84.0,2.05,3.0
ID3948,Jim,2021-03-10,17:35:31,Technical Support,Y,Y,99.0,2.78,3.0
ID3949,Stewart,2021-03-11,9:10:05,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3950,Diane,2021-03-11,9:10:05,Technical Support,Y,Y,58.0,2.27,5.0
ID3951,Joe,2021-03-11,9:38:53,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3952,Greg,2021-03-11,9:38:53,Admin Support,Y,Y,27.0,1.47,1.0
ID3953,Greg,2021-03-11,9:40:19,Payment related,Y,Y,48.0,0.73,3.0
ID3954,Jim,2021-03-11,9:40:19,Contract related,Y,Y,86.0,6.62,5.0
ID3955,Dan,2021-03-11,9:57:36,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3956,Greg,2021-03-11,9:57:36,Technical Support,Y,Y,82.0,5.28,3.0
ID3957,Jim,2021-03-11,10:01:55,Technical Support,Y,Y,54.0,4.2,4.0
ID3958,Dan,2021-03-11,10:01:55,Technical Support,Y,Y,87.0,6.35,4.0
ID3959,Diane,2021-03-11,10:09:07,Admin Support,Y,Y,114.0,6.25,5.0
ID3960,Jim,2021-03-11,10:09:07,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3961,Jim,2021-03-11,10:24:58,Admin Support,Y,Y,104.0,0.8,5.0
ID3962,Stewart,2021-03-11,10:24:58,Streaming,Y,Y,81.0,2.83,5.0
ID3963,Greg,2021-03-11,10:30:43,Payment related,Y,Y,120.0,3.95,4.0
ID3964,Greg,2021-03-11,10:30:43,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3965,Becky,2021-03-11,10:49:26,Contract related,Y,Y,72.0,5.18,3.0
ID3966,Stewart,2021-03-11,10:49:26,Admin Support,Y,Y,57.0,2.97,3.0
ID3967,Greg,2021-03-11,10:50:53,Admin Support,Y,Y,74.0,0.8,5.0
ID3968,Joe,2021-03-11,10:50:53,Streaming,Y,Y,53.0,5.7,3.0
ID3969,Greg,2021-03-11,11:00:58,Payment related,Y,Y,79.0,2.28,3.0
ID3970,Martha,2021-03-11,11:00:58,Streaming,Y,Y,100.0,6.0,3.0
ID3971,Dan,2021-03-11,11:26:53,Streaming,Y,Y,116.0,4.52,3.0
ID3972,Diane,2021-03-11,11:26:53,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3973,Martha,2021-03-11,11:38:24,Streaming,Y,Y,14.0,1.73,5.0
ID3974,Joe,2021-03-11,11:38:24,Streaming,Y,Y,92.0,1.68,5.0
ID3975,Jim,2021-03-11,12:02:53,Admin Support,Y,Y,92.0,2.5,1.0
ID3976,Joe,2021-03-11,12:02:53,Contract related,Y,Y,78.0,6.4,4.0
ID3977,Martha,2021-03-11,12:20:10,Technical Support,Y,Y,36.0,0.7,3.0
ID3978,Jim,2021-03-11,12:20:10,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3979,Greg,2021-03-11,12:20:10,Payment related,Y,Y,20.0,4.53,2.0
ID3980,Dan,2021-03-11,12:20:10,Technical Support,Y,N,29.0,5.05,5.0
ID3981,Stewart,2021-03-11,12:31:41,Payment related,Y,Y,119.0,6.85,3.0
ID3982,Martha,2021-03-11,12:31:41,Payment related,Y,Y,67.0,5.17,5.0
ID3983,Jim,2021-03-11,12:38:53,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3984,Martha,2021-03-11,12:38:53,Streaming,Y,Y,102.0,1.23,1.0
ID3985,Martha,2021-03-11,12:56:10,Streaming,Y,Y,72.0,5.4,4.0
ID3986,Diane,2021-03-11,12:56:10,Admin Support,Y,Y,107.0,1.97,5.0
ID3987,Greg,2021-03-11,12:57:36,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID3988,Becky,2021-03-11,12:57:36,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID3989,Joe,2021-03-11,13:32:10,Payment related,Y,N,106.0,1.52,4.0
ID3990,Joe,2021-03-11,13:32:10,Admin Support,Y,Y,68.0,4.27,2.0
ID3991,Dan,2021-03-11,13:40:48,Technical Support,Y,Y,44.0,6.63,3.0
ID3992,Becky,2021-03-11,13:40:48,Admin Support,Y,Y,96.0,3.57,1.0
ID3993,Diane,2021-03-11,13:50:53,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID3994,Stewart,2021-03-11,13:50:53,Technical Support,Y,Y,53.0,0.57,4.0
ID3995,Dan,2021-03-11,13:56:38,Streaming,Y,Y,100.0,1.08,1.0
ID3996,Becky,2021-03-11,13:56:38,Streaming,Y,Y,75.0,1.92,2.0
ID3997,Jim,2021-03-11,13:59:31,Payment related,Y,Y,109.0,4.32,3.0
ID3998,Joe,2021-03-11,13:59:31,Payment related,Y,Y,95.0,2.23,4.0
ID3999,Stewart,2021-03-11,14:22:34,Contract related,Y,Y,69.0,0.98,4.0
ID4000,Becky,2021-03-11,14:22:34,Streaming,Y,Y,113.0,2.92,5.0
ID4001,Joe,2021-03-11,14:26:53,Admin Support,Y,Y,108.0,1.53,2.0
ID4002,Joe,2021-03-11,14:26:53,Streaming,Y,Y,46.0,5.33,2.0
ID4003,Joe,2021-03-11,14:28:19,Payment related,Y,Y,71.0,1.8,1.0
ID4004,Diane,2021-03-11,14:28:19,Admin Support,Y,Y,124.0,2.87,2.0
ID4005,Martha,2021-03-11,15:21:36,Technical Support,Y,Y,79.0,1.02,4.0
ID4006,Diane,2021-03-11,15:21:36,Payment related,Y,N,111.0,2.57,5.0
ID4007,Dan,2021-03-11,15:24:29,Payment related,Y,Y,27.0,0.72,4.0
ID4008,Becky,2021-03-11,15:24:29,Streaming,Y,Y,69.0,3.7,4.0
ID4009,Joe,2021-03-11,15:34:34,Payment related,Y,Y,121.0,5.27,1.0
ID4010,Stewart,2021-03-11,15:34:34,Streaming,Y,Y,16.0,6.25,3.0
ID4011,Stewart,2021-03-11,15:59:02,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID4012,Jim,2021-03-11,15:59:02,Streaming,Y,N,35.0,6.13,5.0
ID4013,Becky,2021-03-11,16:10:34,Streaming,Y,Y,85.0,3.73,3.0
ID4014,Dan,2021-03-11,16:10:34,Admin Support,Y,Y,73.0,2.95,2.0
ID4015,Martha,2021-03-11,16:13:26,Payment related,Y,Y,101.0,4.95,3.0
ID4016,Jim,2021-03-11,16:13:26,Admin Support,Y,Y,89.0,4.47,2.0
ID4017,Diane,2021-03-11,17:34:05,Technical Support,Y,Y,70.0,5.02,5.0
ID4018,Diane,2021-03-11,17:34:05,Contract related,Y,Y,52.0,5.53,3.0
ID4019,Jim,2021-03-11,17:39:50,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID4020,Dan,2021-03-11,17:39:50,Streaming,Y,Y,91.0,0.95,1.0
ID4021,Joe,2021-03-11,17:39:50,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID4022,Diane,2021-03-11,17:39:50,Technical Support,Y,Y,18.0,5.73,5.0
ID4023,Martha,2021-03-12,9:11:31,Contract related,Y,N,32.0,4.6,1.0
ID4024,Greg,2021-03-12,9:11:31,Payment related,Y,Y,71.0,5.0,3.0
ID4025,Stewart,2021-03-12,9:36:00,Technical Support,Y,Y,54.0,2.58,4.0
ID4026,Dan,2021-03-12,9:36:00,Contract related,Y,Y,121.0,4.4,4.0
ID4027,Dan,2021-03-12,9:57:36,Technical Support,Y,Y,59.0,1.12,3.0
ID4028,Jim,2021-03-12,9:57:36,Contract related,Y,Y,59.0,1.05,2.0
ID4029,Jim,2021-03-12,10:01:55,Payment related,Y,Y,108.0,3.33,5.0
ID4030,Stewart,2021-03-12,10:01:55,Technical Support,Y,Y,35.0,2.18,4.0
ID4031,Stewart,2021-03-12,10:03:22,Payment related,Y,Y,22.0,5.52,5.0
ID4032,Diane,2021-03-12,10:03:22,Technical Support,Y,Y,37.0,4.48,5.0
ID4033,Martha,2021-03-12,10:09:07,Payment related,Y,Y,14.0,6.87,3.0
ID4034,Greg,2021-03-12,10:09:07,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
